CHEMBL296468	CID3025986
6-HYDROXYDOPAMINE	CID4624
CHEMBL3186227	CID8121
CHEMBL2110579	CID9828911
SKA-121	CID91827362
PEPTIDE III-BTD	CID5311338
CHEMBL7162	CID4553
COMPOUND 23 [PMID: 17125252]	CID11993875
CHEMBL603	CID5717
ESTRONE-SULFATE	CID3001028
CHEMBL75680	CID448912
CHEMBL3188267	CID25145656
CHEMBL389433	CID60652
CHEMBL908	CID667467
COMPOUND 30 [PMID: 22902653]	CID58688690
CHEMBL576222	CID14580381
CHEMBL3301669	CID16134627
CHEMBL2165191	CID44137675
JDTIC	CID9956146
CHEMBL111659	CID3036156
CHEMBL2105729	CID44516822
CHEMBL171632	CID738951
CHEMBL1963681	CID9869929
CHEMBL48802	CID5350
CHEMBL1201587	CHEMBL1201587
CHEMBL1069	CID60846
CHEMBL1562432	CID135401232
CHEMBL1743051	CHEMBL1743051
CHEMBL39071	CID3765
CHEMBL3545097	CID45375953
CHEMBL274866	CID4296
CHEMBL2104981	CID9918381
CHEMBL2103868	CID25102846
CHEMBL1328	CID9853654
BUTORPHANOL	CID5361092
FRAX486	CID68060125
CHEMBL300982	CID133021
ALB-127158(A)	CID44193892
G1	CID5322399
CHEMBL1256391	CID40632
CHEMBL2105635	CID70687273
CHEMBL1200969	CID6918296
CHEMBL3545119	CHEMBL3545119
ASP4058	CID16755143
CHEMBL1255941	CID1641
CHEMBL11608	CID5610
IDRABIOTAPARINUX	CID16202213
CHEMBL1210015	CID49862879
CHEMBL331382	CID65710
CHEMBL1201540	CHEMBL1201540
CHEMBL139000	CID93205
CHEMBL1200461	CID11426313
CHEMBL179166	CID61672
CHEMBL131495	CID9888211
CHEMBL1100	CID8280
CHEMBL1200334	CID658051
CHEMBL1200788	CID656684
CHEMBL18661	CID3035842
CHEMBL197194	CID9820008
RO3	CID11289644
KML29	CID71656212
CHEMBL1255944	CID25102761
CHLOROBENZYLIDENE MALONONITRILE	CID17604
CHEMBL351042	CID836
CHEMBL1449	CID36921
CHEMBL188462	CID9824145
CHEMBL191083	CID4139
CHEMBL109480	CID6505803
CHEMBL2018096	CID10453870
CHEMBL3545340	CID54748213
CHEMBL78535	CID9574343
CHEMBL3545270	CHEMBL3545270
CHEMBL251541	CID5311377
WAY-100635	CID5684
CHEMBL195789	CID680502
CHEMBL175543	CID11248240
GSK143	CID46865656
CHEMBL558642	CID25022668
CHEMBL1200511	CID11980076
CHEMBL1201368	CID72022
CHEMBL522038	CID656635
CHEMBL1200875	CID45489758
CHEMBL810	CID5394
COMPOUND 13 [PMID: 17502136]	CID69586250
CHEMBL94394	CID2466
CHEMBL2347208	CID71305058
CHEMBL2111109	CID9895066
COMPOUND 3 [PMID: 23849879]	CID970375
CGS-12066	CID2689
CHEMBL15928	CID107780
LDC1267	CID56847486
CHEMBL17468	CID104999
CHEMBL189	CID4197
CHEMBL1587	CID4870
[3H]STRYCHNINE	CID441071
CHEMBL697	CID6476
CHEMBL3545262	CID91668186
CHEMBL1532	CID6307
CHEMBL1000	CID2678
CHEMBL1201020	CID30928
CHEMBL1531	CID6917715
768974	CID768974
DDP	CID6918194
CHEMBL1743058	CHEMBL1743058
CHEMBL1467	CID135401907
UCL1848	CID9811445
CHEMBL3301587	CHEMBL3301587
OPIOIDS	CID126961754
CHEMBL2097081	CID11963622
CHEMBL3707320	CID53239799
CHEMBL333826	CID2993
CHEMBL1311	CID27661
CPHPC	CID125516
CHEMBL1290251	CID9618971
CHEMBL1200335	CID9416
CHEMBL7917	CID2051
L023103	CID135413562
CHEMBL1201362	CID5311051
CHEMBL1094	CID3331
CHEMBL1743073	CHEMBL1743073
CHEMBL2311194	CID12259685
CHEMBL420060	CID5640
CHEMBL312040	CID13493
TYLOXAPOL	CID71388
CHEMBL116438	CID5281767
GYKI53655	CID126758
CHEMBL1742992	CHEMBL1742992
CHEMBL2105618	CID70695647
CHEMBL3544967	CID46214930
CHEMBL3545167	CHEMBL3545167
CHEMBL560590	CID25154868
CHEMBL1487	CID60823
HU-210	CID9821569
CHEMBL1980297	CID46207586
CHEMBL435402	CID121990
CHEMBL104	CID2812
CHEMBL2221250	CID73952296
CHEMBL502	CID3152
CHEMBL332447	CID3038506
CHEMBL449317	CID10621
CHEMBL2376441	CID44815217
CHEMBL279998	CID3773
CHEMBL1082607	CID54687251
CHEMBL2109637	CHEMBL2109637
CHEMBL894	CID444
COMPOUND 5D [PMID: 25815150]	CID117072558
CHEMBL809	CID68617
URMC-099	CID54764565
CHEMBL18442	CID65015
CHEMBL1200914	CID25137847
CHEMBL1719	CID5281071
CHEMBL3545079	CHEMBL3545079
CHEMBL297362	CID5707
CHEMBL2103752	CHEMBL2103752
CHEMBL278172	CID2337
AG 9	CID2063
CHEMBL507974	CID11174599
CHEMBL1684984	CID49784945
SITAXSENTAN	CID216235
LYS[Z(NO2)]-PRO	CID73755094
KD7040	CID11646432
CHEMBL1797687	CID107697
CHEMBL612	CID5826
CHEMBL1201513	CHEMBL1201513
CHEMBL255306	CID24958668
PF-04191834	CID24986635
CT-322	CID86278317
ALUM	CID24856
BPDE	CID41322
CHEMBL287367	CID10245039
CHEMBL1180293	CID90659973
CHEMBL272980	CID9865515
CHEMBL236687	CID369312
CHEMBL291157	CID287180
SDZ-216525	CID3037456
CHEMBL1200951	CID3389
CHEMBL2109528	CHEMBL2109528
CHEMBL54922	CID6971047
CHEMBL445753	CID1548907
CHEMBL185271	CID11520239
CHEMBL622	CID3308
CHEMBL180672	CID6918446
CHEMBL1544	CID7048703
KB-6806	CID3073291
CHEMBL1258006	CID25147644
CHEMBL2062804	CID57336812
CHEMBL432600	CID5288670
CHEMBL3544971	CID5825
CHEMBL183	CID1329
CHEMBL972	CID26757
CHEMBL2219423	CID46843056
CHEMBL447	CID5193
COMPOUND 8H [PMID: 22765894]	CID67161540
CHEMBL2103857	CID11186829
CHEMBL1626	CID26987
CHEMBL1088750	CID46883775
CHEMBL833	CID5472
CHEMBL3545349	CID72941990
ENZYME INHIBITOR	CID44459240
CHEMBL8981	CID9870830
CHEMBL376408	CID11228183
CHEMBL3544932	CID16124208
CHEMBL3545403	CID57662985
CHEMBL1200411	CID139059798
BOVINE ADRENAL MEDULLA PEPTIDE 8-22	CID16158367
CHEMBL1709719	CID94880
CHEMBL1200984	CID6435922
CHEMBL268736	CID7991
CHEMBL3707351	CID91933867
CHEMBL410063	CID105008
CHEMBL284092	CID55191
AMODIAQUINE	CID2165
CHEMBL1200570	CID8567
CHEMBL355370	CID163889
CHEMBL3545003	CHEMBL3545003
COMPOUND 6O [PMID: 19524438]	CID44250176
CHEMBL2108721	CHEMBL2108721
CHEMBL381638	CID2736690
CHEMBL641	CID54841
CHEMBL2108463	CHEMBL2108463
CHEMBL2104176	CID65615
CHEMBL169233	CID1598
CHEMBL184412	CID208898
CHEMBL3545411	CHEMBL3545411
COMPOUND 34 [PMID: 20866075]	CID1999882
CHEMBL1200503	CID44656349
CHEMBL3545058	CID23677961
CHEMBL1743884	CID54584734
CHEMBL902	CID3325
CHEMBL1200545	CID71414
CHEMBL191413	CID9838712
CHEMBL1644	CID6560167
CHEMBL475251	CID11213558
12S-HETE	CID5283155
CHEMBL1201319	CID5906
CHEMBL24530	CID135413540
CHEMBL2108187	CHEMBL2108187
CHEMBL2062262	CID6419984
CHEMBL184238	CID1383884
CHEMBL2364628	CID53340666
CHEMBL2107773	CID9820882
CHEMBL56543	CID5328779
CHEMBL1980391	CID135398512
AZ960	CID25099184
CHEMBL1200367	CID10547
MIVACURIUM	CID5281042
CHEMBL1115	CID4991
CHEMBL430239	CID92432
CHEMBL1237132	CID153994
CHEMBL411250	CID44357137
CHEMBL361355	CID10389213
CNF1010	CID6505803
CHEMBL2109198	CHEMBL2109198
CHEMBL1201057	CID23663403
CHEMBL468154	CID892
CHEMBL507001	CID119245
CHEMBL2043437	CID25166913
CHEMBL440084	CID4521392
GV196771A	CID21202952
FLAVANONE	CID10251
COMPOUND 17D [PMID: 23099093]	CID44465558
CHEMBL104784	CID10432920
CHEMBL463207	CID5761
CHEMBL43064	CID1547484
CHEMBL23393	CID3423265
CHEMBL1651524	CID25154867
CHEMBL240597	CID10133
CHEMBL440115	CID6439091
CHEMBL389033	CID11545181
CHEMBL218291	CID135409409
CHEMBL1201168	CID3759
CHEMBL1490	CID5572
CHEMBL401930	CID135440466
CHEMBL70099	CID2215
CHEMBL3545398	CHEMBL3545398
SZ(+)-(S)-202-791	CID5026
CHEMBL1200595	CID10798934
CHEMBL1201165	CID9046
(R,S)-PHPNECA	CID91827339
TUBOCURARINE	CID6000
CHEMBL2105655	CID24779745
COMPOUND 11 [PMID: 15261275]	CID10048862
CHEMBL2109377	CHEMBL2109377
CHEMBL2159511	CID25164607
PFI-4	CID40642506
CHEMBL3039558	CHEMBL3039558
CHEMBL217092	CID10302451
CHEMBL456237	CID16734800
CHEMBL339427	CID6000
CHEMBL1611	CID13241308
CHEMBL517986	CID1795
CHEMBL413188	CID135418335
CHEMBL1200878	CID21826
CHEMBL1200475	CID9961878
CHEMBL1200948	CID5282318
SGI-1027	CID24858111
CHEMBL1161866	CID44415182
CHEMBL2052019	CID3938007
CHEMBL3545328	CID57990770
CHEMBL336296	CID6133
CHEMBL1160544	CID657301
NG-25	CID53340664
CHEMBL360055	CID3450
CX157	CID18687754
CHEMBL772	CID5770
CHEMBL135	CID5757
CHEMBL73962	CID18794
CHEMBL3833321	CHEMBL3833321
CHEMBL3545348	CHEMBL3545348
CHEMBL3544935	CID56963011
CHEMBL85606	CID5311096
CHEMBL827	CID154101
CHEMBL2103837	CID11001318
CHEMBL41194	CID9802561
CHEMBL1700	CID67108155
NAFARELIN	CID25077405
CHEMBL1685	CID3033053
GNF-5837	CID59397065
RECOMBINANT ANTIHEMOPHILIC FACTOR	CID104815
CHEMBL962	CID6364626
GDC-0623	CID42642654
CHEMBL383899	CID9549303
IMMUNE GLOBULIN	CHEMBL2109210
CHEMBL1768	CID11548
CHEMBL376359	CID11450633
CHEMBL1743072	CHEMBL1743072
CHEMBL2110756	CID6918267
CHEMBL2219773	CID56841793
CHEMBL36994	CID2196
N-METHYL SCOPOLAMINE	CID71183
CHEMBL235363	CID36511
D-23487	CID101148867
CHEMBL1214185	CID6915744
COMPOUND 7D [PMID: 19111466]	CID16661454
CHEMBL484928	CID2921148
CHEMBL850	CID6956367
CHEMBL2109332	CHEMBL2109332
CHEMBL3545010	CID11701939
CHEMBL1237105	CID5281074
CHEMBL416146	CID123619
CHEMBL3301618	CID16049404
CHEMBL3545201	CHEMBL3545201
CHEMBL54976	CID6305
CHEMBL1197	CID10770
CHEMBL567893	CID44255320
CHEMBL3545184	CID71511839
CGP 62349	CID5310936
CHEMBL3545359	CHEMBL3545359
CHEMBL302765	CID5310960
CHEMBL2109622	CHEMBL2109622
CHEMBL1201764	CID6918558
CHEMBL1200512	CID23581792
GR148672X	CID135457124
CHEMBL149930	CID41214
CHEMBL3545022	CID11719003
CHEMBL362051	CID609483
AZA-THIP	CID55285412
CHEMBL35057	CID55752
PPI-2458	CID6918653
CHEMBL276711	CID5329098
CHEMBL228814	CID6851740
XL765	CID49867926
CHEMBL3545200	CHEMBL3545200
CHEMBL2442750	CID11508736
CHEMBL1236107	CID24779724
CHEMBL1951032	CID11691484
CHEMBL1203	CID5922
CHEMBL383322	CID159603
EW-7197	CID54766013
COBALT	CID104730
CHEMBL377312	CID135399748
CHEMBL46071	CID5312144
CHEMBL280164	CID65889
CHEMBL853	CID24066
[3H]RIMONABANT	CID104850
TORIN 2	CID51358113
CHEMBL46	CID4595
CHEMBL3039498	CID11677589
CHEMBL478523	CID442291
CHEMBL1201466	CHEMBL1201466
CHEMBL3545021	CHEMBL3545021
CHEMBL2141712	CID11998575
CHEMBL1762	CID38945
CHEMBL864	CID2564
CHEMBL188	CID5311501
CHEMBL1200371	CID152944
CHEMBL41342	CID445995
CHEMBL1614702	CID10288822
7-METHOXY-1-NAPHTHYLPIPERAZINE	CID14533720
3S,4R-293B	CID6604863
CHEMBL1512580	CID128919
COMPOUND 10 [PMID: 18790648]	CID44580457
DL-TBOA	CID5311218
CHEMBL375951	CID8629
L-826266	CID9808643
CHEMBL307697	CID3089902
CHEMBL3544969	CHEMBL3544969
CHEMBL1742990	CHEMBL1742990
CHEMBL1201766	CID3038498
OPIOID	CID126961754
CHEMBL3093100	CID460602
D-CCPENE	CID6437356
CHEMBL1479	CID28417
CHEMBL1201354	CID20299
CHEMBL1201329	CID23576
CHEMBL472222	CID94937
CHEMBL3545325	CID25182860
CHEMBL100259	CID6029
CHEMBL452076	CID5282138
K31440	CID134813884
CHEMBL1232583	CID11395145
CHEMBL1767407	CID10219163
G4120	CID15432037
GLPG0187	CID53340771
CHEMBL2108045	CHEMBL2108045
GW 627368	CID5312130
CHEMBL3545213	CID10195250
CHEMBL1200759	CID136065658
CHEMBL85799	CID5880
COMPOUND 7 [PMID: 22464456]	CID135566612
WKYMVM	CID457933
ADL5859	CID11417954
COMPOUND 38 [PMID: 24000170]	CID75124305
CHEMBL447868	CID23698465
CHEMBL2107829	CID60162270
CHEMBL3707402	CHEMBL3707402
CHEMBL497392	CID9844711
COMPOUND 20 [PMID: 22153340]	CID25122902
J-104118	CID10460101
CHEMBL896	CID3658
CHEMBL2108336	CHEMBL2108336
CHEMBL605525	CID5289549
CHEMBL1342	CID10413
COMPOUND 13 [PMID: 19456099]	CID44185378
CHEMBL2109587	CHEMBL2109587
CHEMBL1771	CID60606
S-1	CHEBI:71252
CHEMBL170988	CID8249
CHEMBL2401866	CID73355059
CHEMBL799	CID2754
CHEMBL2103856	CID10459564
PFI-3	CID78243717
COMPOUND 48 [PMID: 25815140]	CID59460354
CHEMBL88606	CID5329155
ZM-274773	CID9871234
CHEMBL1201047	CID197194
SR12813	CID446313
CHEMBL1413	CID2749
COMPOUND 82 [PMID: 21332118]	CID50990924
CHEMBL270724	CID16760346
CHEMBL3185958	CID60974
[3H](-)CGP 12177	CID6603756
CHEMBL2104753	CID3055168
CHEMBL23327	CID456214
CHEMBL1743006	CID3035241
CEP-1374	CID9917013
COMPOUND 17 [PMID: 23642479]	CID46926513
COMPOUND 11JJ [PMID: 1656041]	CID56947038
CHEMBL254328	CID132971
A(9-26)INSL3	CID134813893
CHEMBL1744447	CID5282455
CHEMBL18972	CID71781
CHEMBL1201776	CID9838022
CHEMBL982	CID5284594
CHEMBL118218	CID148189
[3H]ENADOLINE	CID60768
COMPOUND 16 [PMID: 26794040]	CID90309142
CHEMBL2336071	CID44599207
CHEMBL1723343	CID18004026
CHEMBL592893	CID22291652
CHEMBL237236	CID24750192
CHEMBL1201014	CID58701785
CHEMBL554190	CID92031060
CHEMBL1206	CID3290
CHEMBL1623	CID4034
CHEMBL366266	CID6419755
COMPOUND 1O [PMID: 24210504]	CID44256277
COMPOUND 13R [PMID: 23639540]	CID60182364
PAC1	CID135421197
CHEMBL373569	CID10328936
CHEMBL2364574	CID54694363
ADH-1	CID9916058
NCRW0005-F05	CID5017692
NORZOTEPINE	CID10041551
CHEMBL1628667	CID24768606
CHEMBL513909	CID11364421
CHEMBL1241855	CID6918736
CHEMBL427	CID4033
TOP-53	CID177859
CHEMBL2016873	CID56599309
CHEMBL3545059	CID6918427
CHEMBL487	CID3033767
EI1	CID72199293
CHEMBL1254682	CID5359371
(-)-N-PORPHYNORAPOMORPHINE	CID167715
CHEMBL433	CID3549980
CHEMBL180022	CID9915743
CHEMBL80	CID5284596
135PAM1	CID56953333
CHEMBL1200567	CID54705095
CHEMBL2331680	CID59239165
CHEMBL1200569	CID6241
CHEMBL2109267	CHEMBL2109267
CHEMBL3039528	CID11465618
CHEMBL1201478	CHEMBL1201478
CHEMBL494	CID5311181
CHEMBL395493	CID3081832
CHEMBL3545043	CID59232326
CHEMBL3545377	CHEMBL3545377
CHEMBL1201003	CID656631
CHEMBL2368924	CID6918119
CHEMBL105060	CID9939040
ROSUVASTATIN	CID446157
NS004	CID5311330
CHEMBL1419	CID5210
IOX2	CID54685215
CHEMBL117785	CID6018
CHEMBL3545032	CID46198579
LTC4	CID5280493
CHEMBL1080759	CID11483754
CHEMBL1201653	CHEMBL1201653
JNJ-18038683	CID11249539
CHEMBL576349	CID3674
CHEMBL524266	CID16757525
CHEMBL207197	CID6918509
CHEMBL219916	CID3151
CHEMBL2107888	CHEMBL2107888
CHEMBL1086339	CID2873523
CHEMBL32	CID152946
CHEMBL1427	CID790
PA452	CID9803242
CHEMBL1755	CID151171
CLODRONATE	CID25419
CHEMBL24722	CID8193
KRP-104	CID11688894
CHEMBL279516	CID33625
CHEMBL3707355	CHEMBL3707355
CHEMBL1200933	CID9434
CHEMBL83894	CID60785
CHEMBL2107760	CID9957262
CHEMBL2106406	CID135666664
CHEMBL372764	CID148177
2'3'-CGAMP	CID135564529
TEI-9063	CID73755022
S32504	CID9925530
PG-901	CID44366214
CHEMBL268758	CID9890547
CHEMBL757	CID9904
INHIBITOR 1 [COLOMBO ET AL., 2012]	CID70689167
CHEMBL308148	CID104974
CHEMBL1097279	CID11954340
CHEMBL1405	CID5870
CHEMBL93240	CID4106
COMPOUND 5  [PMID: 24900526]	CID66560622
CHEMBL2105694	CID9806190
CHEMBL3039522	CID49836020
CHEMBL1201497	CHEMBL1201497
CHEMBL1200794	CID5359390
CHEMBL1231533	CID5287855
CHEMBL382739	CID10904818
CHEMBL2103832	CID6918525
RU28362	CID123790
CHEMBL509819	CID10395438
CHEMBL186151	CID9967471
LGD-1550	CID5287705
COMPOUND 6 [PMID: 22533316]	CID60154274
CHEMBL9298	CID59693
CHEMBL1321988	CID16078986
CHEMBL1200449	CID6216
CHEMBL264421	CID44450494
CHEMBL1094966	CID4845
CHEMBL2105160	CID158438
CHEMBL1201485	CHEMBL1201485
CHEMBL67158	CID4359
CHEMBL2107386	CID10077129
CHEMBL1933349	CID11570626
CHEMBL1672627	CID16071896
CHEMBL22776	CID60842
COMPOUND 3 [DREYER ET AL., 1991]	CID44285652
CHEMBL2108611	CHEMBL2108611
CHEMBL1233797	CID1715
CHEMBL2110360	CID10300618
CHEMBL249856	CID53708
CHEMBL1200968	CID441406
CHEMBL1219	CID5029
BATRACHOTOXIN	CID6324647
DAPK INHIBITOR 13	CID56694877
CHEMBL1276158	CID52942300
CHEMBL1516	CID158781
CHEMBL2104745	CID131664
CHEMBL1233	CID2576
TARLOXOTINIB	CID51038316
CHEMBL13668	CID5018
CHEMBL134519	CID9840090
CHEMBL2364612	CID11156438
CHEMBL2068405	CID117587625
CHEMBL84158	CID5467
CHEMBL696	CID3291
CHEMBL230963	CID11741361
CHEMBL43128	CID6135
CHEMBL73822	CID5813717
WH-4-023	CID11844351
CHEMBL434394	CID71301
CHEMBL2109402	CHEMBL2109402
CHEMBL239800	CID135413554
CHEMBL1201099	CID9953630
CHEMBL1237061	CID5282451
CHEMBL228955	CID24916963
(S)-DRF-1042	CID91623363
PAK-104P	CID21226959
CHEMBL3545004	CHEMBL3545004
CHEMBL501	CID222898
MELANIN-CONCENTRATING HORMONE	CID16167454
CX-6258	CID44545852
CHEMBL3544911	CID46700756
CHEMBL3545244	CHEMBL3545244
CHEMBL1762621	CID400769
STANNSOPORFIN	CHEMBL4297207
CHEMBL2109355	CHEMBL2109355
CHEMBL566	CID1174
CHEMBL1200721	CID92044382
CHEMBL1200974	CID5282409
CHEMBL1201747	CID19371515
CHEMBL1200409	CID22483
CR845	CID24794466
CHEMBL281948	CID3035817
CHEMBL1229592	CID44607530
4BP-TQS	CID2857838
CHEMBL485862	CID5311041
COMPOUND 35 [PMID: 20684608]	CID46864283
LY466195	CID9935648
CHEMBL1187471	CID24748735
[125I]HEAT	CID73754995
COMPOUND 10 [PMID: 23147077]	CID24944925
CHEMBL275638	CID10680
CHEMBL1233899	CID6971244
CHEMBL1201111	CID44661392
CIZOLIRTINE	CID132412
CHEMBL2103879	CID135564985
CHEMBL489	CID449459
CHEMBL82301	CID3009355
CHEMBL273453	CID5839
CHEMBL2109518	CHEMBL2109518
CHEMBL334533	CID107778
CHEMBL1200825	CID14184
CHEMBL723	CID2585
DOI	CID1229
CHEMBL1691	CID45259220
TRP-1	CID5284474
INSULIN RECOMBINANT	CID70678557
AZ12260493	CID11655079
ALITRETINOIN	CID449171
CHEMBL1788358	CID644212
CHEMBL111545	CID3661570
CHEMBL142130	CID5284537
CHEMBL1616	CID9410
CHEMBL3244648	CID11329481
CHEMBL1237099	CID60168
CHEMBL1474918	CID2609
CHEMBL1213327	CID87642
CHEMBL420762	CID119369
CHEMBL567303	CID10173280
CHEMBL1702	CID11426336
CHEMBL1494	CID4541
AZATHIOPRINE	CID2265
CHEMBL561132	CID45268455
LIGNANS	CID443013
15(R)-15-METHYL-PGD2	CID5283097
JNK INHIBITOR 9L	CID25222038
CHEMBL2109229	CID118984457
CHEMBL1710	CID5351676
CHEMBL166444	CID261000
AC-186	CID71245042
FP-1039	CHEMBL4297755
CHEMBL837	CID104842
CHEMBL405908	CID9829828
XAP044	CID5428913
CHEMBL116675	CID6409
CHEMBL2108612	CHEMBL2108612
TTNPB	CID5289501
CHEMBL1732	CID10531
CHEMBL1200789	CID23677832
CHEMBL415284	CID5284595
CHEMBL582857	CID9895468
PPADS	CID4881
CHEMBL289556	CID656629
(+)-CIS-H2-PAT	CID15657195
CHEMBL2108350	CHEMBL2108350
CHEMBL534232	CID3654103
CHEMBL58061	CID358641
RHO KINASE INHIBITOR IV	CID71433876
CHEMBL219160	CID16109435
ARQ-621	CID25110841
CHEMBL1201212	CID4195
CHEMBL1908394	CID15983966
CHEMBL1201060	CID60206645
CHEMBL3545245	CHEMBL3545245
CHEMBL1201759	CID164521
CHEMBL1262	CID5353853
5PAM523	CID46946406
CHEMBL189676	CID9849616
CHEMBL9484	CID2798
CHEMBL1201173	CID247839
CHEMBL302715	CID4347
BMS COMPOUND 16 [PMID:23368907]	CID11510579
CHEMBL1201468	CHEMBL1201468
CHEMBL1767164	CID17747460
CHEMBL316069	CID9859407
CHEMBL2109460	CHEMBL2109460
CHEMBL592435	CID9953065
MQ1	CID57521365
CHEMBL2179618	CID71462653
CHEMBL3707379	CID49853967
CHEMBL1477	CID446156
AKT INHIBITOR VIII	CID135398501
CHEMBL2218917	CID66577068
CHEMBL2311186	CID71719127
CHEMBL1077	CID60726
CHEMBL132966	CID5310967
CHEMBL1221512	CID6918276
IDARUBICINE	CID42890
CHEMBL408846	CID44316620
CHEMBL299683	CID1222
CHEMBL1288652	CID89576
CHEMBL2407634	CID115205
CHEMBL2107761	CID6918348
[3H]SB-733993	CID73755092
CHEMBL1200495	CID23694214
CHEMBL407196	CID25077406
APATINIB	CID11315474
CHEMBL2063090	CID44603531
CHEMBL695	CID5576
PD-6735	CID9809743
COMPOUND 4 [PMID: 12408711]	CID5327339
CHEMBL3545169	CID15605092
CHEMBL182310	CID1449
CHEMBL1200580	CID8954
CHEMBL377219	CID11673921
CHEMBL3545210	CID16047027
CHEMBL419627	CID5473007
CHEMBL27673	CID4108
CHEMBL356388	CID3277
6-METHYLMERCAPTOPURINE RIBOSIDE	CID9570
CHEMBL1201335	CID3494
RWJ-351647	CID9807249
I-ABA	CID125348
CHEMBL1178725	CID108167
SR16835	CID49843739
CHEMBL273094	CID5697
CHEMBL66089	CID1973
PKUMDL_MH_1001	CID11841193
CHEMBL1201148	CID5284587
CHEMBL1928262	CID135536943
FMK	CID644243
CHEMBL2107312	CID11281011
CHEMBL2074848	CHEMBL2074848
PYM50028	CID91439
AM095	CID53303875
ETHYKETAZOCINE	CID135018
CHEMBL590799	CID2536
CHEMBL1201180	CID23657872
UCM1014	CID121231413
CHEMBL2105631	CID9833332
CHEMBL1337	CID115355
SB 215505	CID10449757
CHEMBL1743027	CHEMBL1743027
CHEMBL1200406	CID10660
CHEMBL189449	CID11185529
CHEMBL281764	CID9810101
CHEMBL1615025	CID24963252
CHEMBL317935	CID9949648
CHEMBL376180	CID169371
CHEMBL1895774	CID6805
CHEMBL24458	CID151183
MELK-TI	CID73442760
GAT100	CID117923261
SCH 206272	CID56947091
CHEMBL2108248	CHEMBL2108248
CHEMBL2219824	CID10127223
CHEMBL877	CHEMBL877
KW-2149	CID108151
CHEMBL3301626	CID11438771
CHEMBL1200902	CID11957704
TRANYLCYPROMINE	CID19493
CHEMBL1200799	CID5282226
CHEMBL2109391	CHEMBL2109391
MOLIDUSTAT	CID59603622
MISOPROSTOL (FREE ACID FORM)	CID6436406
CHEMBL1201313	CID2795
BIIB021	CID16736529
CHEMBL1234231	CID49867287
CHEMBL7318	CID6918515
CHEMBL1562779	CID115175
CHEMBL1200866	CID9873
CHEMBL2109482	CHEMBL2109482
CHEMBL2178579	CID10479502
CHEMBL97424	CID115107
CHEMBL1251	CID16130957
CHEMBL1996759	CID9469
CHEMBL1738797	CID49806720
CHEMBL127071	CID178052
CHEMBL1201828	CHEMBL1201828
CHEMBL1200880	CID6126
UFT	CID104747
MRS2567	CID11266452
CHEMBL3301668	CID16681432
CHEMBL1201260	CID2368
CHEMBL1201556	CHEMBL1201556
CHEMBL550781	CID65937
CHEMBL27246	CID444539
CHEMBL264374	CID39042
MB07803	CID24770445
CHEMBL677	CID164739
CHEMBL397209	CID5520
CHEMBL559612	CID104895
CHEMBL300555	CID5268
CHEMBL441472	CID9929425
CHEMBL1096380	CID9949641
CHEMBL1200862	CID441350
CHEMBL295416	CID5694
CHEMBL1201558	CID71306834
CHEMBL1200891	CID657252
CHEMBL288958	CID12699
CHEMBL389348	CID5311120
CHEMBL2338352	CID66553218
SIRT1 ACTIVATOR 3	CID1882365
CHEMBL668	CID4976
PF-4708671	CID51371303
RO64-6198	CID9844019
CHEMBL3545162	CHEMBL3545162
CHEMBL126809	CID10849065
DIAZOXIDE CHOLINE	CID25014811
ESTRONE-3-SULPHATE	CID3001028
CHEMBL55076	CID6438394
CHEMBL115	CID5362440
ZM-306416	CID5329006
CHEMBL407848	CID11543746
CHEMBL196	CID54670067
CHEMBL2103794	CID16072155
CHEMBL1200812	CID9861452
CHEMBL3544940	CHEMBL3544940
TETRAETHYLAMMONIUM	CID5413
CHEMBL557555	CID2763
CHEMBL1201	CID941651
SYK INHIBITOR III	CID672296
NGF	CID60160600
CHEMBL2133806	CID46911863
COMPOUND 49 [PMID: 24405707]	CID117072555
5-BUTYL-METHYL IMMIDAZOLE CARBOXYLATE 30	CID73755250
CHEMBL1215923	CID9811353
CHEMBL748	CID5797
MRS2211	CID136078744
RGS4 INHIBITOR 13	CID57330144
CHEMBL1620	CID8980
CHEMBL179334	CHEMBL179334
CHEMBL1339	CID135404357
CX-5011	CID70702100
CHEMBL88478	CID9961766
CHEMBL2108035	CHEMBL2108035
CHEMBL225155	CID5283560
CHEMBL2051955	CID3033825
THZ1	CID73602827
CHEMBL3544951	CID57582353
CHEMBL1201208	CID4762
CHEMBL1743030	CHEMBL1743030
CHEMBL2028661	CID135409642
CHEMBL41	CID3386
CHEMBL134641	CID9577995
CHEMBL1615026	CID135566302
AD-5061	CID9953271
CHEMBL608	CID4912
COMPOUND 25E [PMID: 25875054]	CID78210300
CHEMBL2109498	CHEMBL2109498
CHEMBL1520	CID135400189
CHEMBL41013	CID5311457
NAHUOIC ACID A	CID71521340
CHEMBL3545286	CHEMBL3545286
[3H]LTC4	CID73755045
CHEMBL418353	CID5311007
AZD4017	CID24946280
CHEMBL1200446	CID9066
CHEMBL13485	CID5329103
CHEMBL444309	CID133008
CHEMBL31741	CID54682505
CHEMBL1201139	CID11683
CHEMBL2106003	CID6450822
CHEMBL1802025	CID24954989
CHEMBL141	CID3877
CHEMBL1946226	CID57381997
CHEMBL1946618	CID24772484
CHEMBL1350	CID60937
CHEMBL1324108	CID9500
PRL-2915	CID101348455
CHEMBL479527	CID159325
